onset_lsl,onset_s,duration_s,end_lsl,end_s,event_lsl_ts,event_time_s,type,channel,confidence,notes,finger_id,action_id,trial_id,block_id,source,onset_rel_s,end_rel_s
41637.240895,332.495239,0.844002,41638.084897,333.339241,41637.240895,332.495239,thumb_open,n/a,,,1,1,16,0,manual,332.4952,333.3392
41640.206311,335.460655,0.752017,41640.958328,336.212672,41640.206311,335.460655,thumb_open,n/a,,,1,1,17,0,manual,335.4607,336.2127
41642.616944,337.871288,0.563803,41643.180747,338.435091,41642.616944,337.871288,thumb_open,n/a,,,1,1,18,0,manual,337.8713,338.4351
41644.707326,339.961670,0.647859,41645.355185,340.609529,41644.707326,339.961670,thumb_open,n/a,,,1,1,19,0,manual,339.9617,340.6095
41690.011172,385.265517,0.790469,41690.801642,386.055986,41690.011172,385.265517,thumb_close,n/a,,,1,2,20,0,manual,385.2655,386.0560
41692.004871,387.259215,0.673489,41692.678359,387.932704,41692.004871,387.259215,thumb_close,n/a,,,1,2,21,0,manual,387.2592,387.9327
41693.350937,388.605281,0.620206,41693.971143,389.225487,41693.350937,388.605281,none_close,n/a,,,0,2,22,0,manual,388.6053,389.2255
41694.235070,389.489414,0.765957,41695.001027,390.255371,41694.235070,389.489414,thumb_close,n/a,,,1,2,23,0,manual,389.4894,390.2554
41696.678024,391.932368,0.639788,41697.317812,392.572156,41696.678024,391.932368,thumb_close,n/a,,,1,2,24,0,manual,391.9324,392.5722
41697.857892,393.112237,0.072281,41697.930174,393.184518,41697.857892,393.112237,none_close,n/a,,,0,2,25,0,manual,393.1122,393.1845
41699.111412,394.365756,0.672602,41699.784014,395.038358,41699.111412,394.365756,thumb_close,n/a,,,1,2,26,0,manual,394.3658,395.0384
41701.431736,396.686080,0.629015,41702.060751,397.315095,41701.431736,396.686080,thumb_close,n/a,,,1,2,27,0,manual,396.6861,397.3151
41703.804573,399.058917,0.704810,41704.509382,399.763727,41703.804573,399.058917,thumb_close,n/a,,,1,2,28,0,manual,399.0589,399.7637
41706.101975,401.356319,0.578368,41706.680343,401.934687,41706.101975,401.356319,thumb_close,n/a,,,1,2,29,0,manual,401.3563,401.9347
41708.549030,403.803375,0.830836,41709.379866,404.634210,41708.549030,403.803375,thumb_close,n/a,,,1,2,30,0,manual,403.8034,404.6342
41711.151564,406.405908,0.871150,41712.022713,407.277057,41711.151564,406.405908,thumb_close,n/a,,,1,2,31,0,manual,406.4059,407.2771
41714.217316,409.471660,0.676812,41714.894128,410.148472,41714.217316,409.471660,thumb_close,n/a,,,1,2,32,0,manual,409.4717,410.1485
41716.539364,411.793708,0.776424,41717.315787,412.570131,41716.539364,411.793708,thumb_close,n/a,,,1,2,33,0,manual,411.7937,412.5701
41718.377092,413.631437,0.851745,41719.228837,414.483181,41718.377092,413.631437,thumb_close,n/a,,,1,2,34,0,manual,413.6314,414.4832
41720.512292,415.766636,0.824156,41721.336448,416.590792,41720.512292,415.766636,thumb_close,n/a,,,1,2,35,0,manual,415.7666,416.5908
41728.399847,423.654192,0.613517,41729.013365,424.267709,41728.399847,423.654192,index_open,n/a,,,2,1,36,0,manual,423.6542,424.2677
41731.856427,427.110771,0.721895,41732.578323,427.832667,41731.856427,427.110771,index_open,n/a,,,0,1,38,0,manual,427.1108,427.8327
41732.936987,428.191331,0.484465,41733.421452,428.675796,41732.936987,428.191331,index_open,n/a,,,0,1,39,0,manual,428.1913,428.6758
41733.452259,428.706603,0.053006,41733.505265,428.759609,41733.452259,428.706603,index_open,n/a,,,2,1,40,0,manual,428.7066,428.7596
41763.596384,458.850729,0.464714,41764.061099,459.315443,41763.596384,458.850729,index_open,n/a,,,2,1,41,0,manual,458.8507,459.3154
41764.969727,460.224071,0.141523,41765.111250,460.365594,41764.969727,460.224071,index_open,n/a,,,0,1,42,0,manual,460.2241,460.3656
41766.248707,461.503051,0.368335,41766.617042,461.871386,41766.248707,461.503051,index_open,n/a,,,2,1,43,0,manual,461.5030,461.8714
41768.383377,463.637721,0.548382,41768.931759,464.186103,41768.383377,463.637721,index_open,n/a,,,0,1,44,0,manual,463.6377,464.1861
41774.394248,469.648593,0.468130,41774.862378,470.116722,41774.394248,469.648593,index_open,n/a,,,2,1,45,0,manual,469.6486,470.1167
41776.487975,471.742319,0.539675,41777.027650,472.281994,41776.487975,471.742319,index_open,n/a,,,2,1,46,0,manual,471.7423,472.2820
41778.704927,473.959271,0.537557,41779.242484,474.496828,41778.704927,473.959271,index_open,n/a,,,2,1,47,0,manual,473.9593,474.4968
41780.832066,476.086410,0.539935,41781.372002,476.626346,41780.832066,476.086410,index_open,n/a,,,2,1,48,0,manual,476.0864,476.6263
41782.771879,478.026223,0.599785,41783.371664,478.626008,41782.771879,478.026223,index_open,n/a,,,2,1,49,0,manual,478.0262,478.6260
41784.827898,480.082242,0.589992,41785.417889,480.672234,41784.827898,480.082242,index_open,n/a,,,2,1,50,0,manual,480.0822,480.6722
41793.101156,488.355500,0.533194,41793.634349,488.888694,41793.101156,488.355500,index_close,n/a,,,2,2,51,0,manual,488.3555,488.8887
41795.063060,490.317404,0.698104,41795.761164,491.015508,41795.063060,490.317404,index_close,n/a,,,2,2,52,0,manual,490.3174,491.0155
41797.018382,492.272726,0.936119,41797.954501,493.208845,41797.018382,492.272726,index_close,n/a,,,2,2,53,0,manual,492.2727,493.2088
41799.845888,495.100232,0.732129,41800.578017,495.832361,41799.845888,495.100232,index_close,n/a,,,2,2,54,0,manual,495.1002,495.8324
41801.972946,497.227290,0.823360,41802.796306,498.050650,41801.972946,497.227290,index_close,n/a,,,2,2,55,0,manual,497.2273,498.0506
41804.320076,499.574420,0.809233,41805.129309,500.383653,41804.320076,499.574420,index_close,n/a,,,2,2,56,0,manual,499.5744,500.3837
41806.846171,502.100515,0.822892,41807.669063,502.923407,41806.846171,502.100515,index_close,n/a,,,2,2,57,0,manual,502.1005,502.9234
41809.736584,504.990928,0.741192,41810.477776,505.732120,41809.736584,504.990928,index_close,n/a,,,2,2,58,0,manual,504.9909,505.7321
41811.876324,507.130668,0.824796,41812.701120,507.955464,41811.876324,507.130668,index_close,n/a,,,2,2,59,0,manual,507.1307,507.9555
41814.527682,509.782026,0.756570,41815.284252,510.538596,41814.527682,509.782026,index_close,n/a,,,2,2,60,0,manual,509.7820,510.5386
41816.583433,511.837777,0.734265,41817.317698,512.572042,41816.583433,511.837777,index_close,n/a,,,2,2,61,0,manual,511.8378,512.5720
41824.683494,519.937838,0.810696,41825.494190,520.748534,41824.683494,519.937838,middle_open,n/a,,,3,1,62,0,manual,519.9378,520.7485
41827.216967,522.471311,0.703272,41827.920238,523.174583,41827.216967,522.471311,middle_open,n/a,,,3,1,63,0,manual,522.4713,523.1746
41829.223606,524.477950,0.772824,41829.996429,525.250774,41829.223606,524.477950,middle_open,n/a,,,3,1,64,0,manual,524.4779,525.2508
41831.785545,527.039889,0.596453,41832.381998,527.636342,41831.785545,527.039889,middle_open,n/a,,,3,1,65,0,manual,527.0399,527.6363
41834.026491,529.280835,0.763522,41834.790013,530.044357,41834.026491,529.280835,middle_open,n/a,,,3,1,66,0,manual,529.2808,530.0444
41836.489943,531.744287,0.861278,41837.351221,532.605565,41836.489943,531.744287,middle_open,n/a,,,3,1,67,0,manual,531.7443,532.6056
41838.750683,534.005028,0.900419,41839.651102,534.905446,41838.750683,534.005028,middle_open,n/a,,,3,1,68,0,manual,534.0050,534.9054
41841.485133,536.739478,0.873684,41842.358818,537.613162,41841.485133,536.739478,middle_open,n/a,,,3,1,69,0,manual,536.7395,537.6132
41844.035869,539.290213,0.779400,41844.815269,540.069614,41844.035869,539.290213,middle_open,n/a,,,3,1,70,0,manual,539.2902,540.0696
41846.583456,541.837800,1.475675,41848.059131,543.313475,41846.583456,541.837800,middle_open,n/a,,,3,1,71,0,manual,541.8378,543.3135
41852.236473,547.490817,0.515865,41852.752339,548.006683,41852.236473,547.490817,middle_open,n/a,,,3,1,72,0,manual,547.4908,548.0067
41854.076239,549.330583,0.633277,41854.709516,549.963860,41854.076239,549.330583,middle_open,n/a,,,3,1,73,0,manual,549.3306,549.9639
41866.411556,561.665900,0.732379,41867.143935,562.398279,41866.411556,561.665900,middle_close,n/a,,,3,2,74,0,manual,561.6659,562.3983
41868.579655,563.833999,0.671737,41869.251393,564.505737,41868.579655,563.833999,middle_close,n/a,,,3,2,75,0,manual,563.8340,564.5057
41870.718161,565.972506,0.684552,41871.402713,566.657057,41870.718161,565.972506,middle_close,n/a,,,3,2,76,0,manual,565.9725,566.6571
41873.081695,568.336039,0.631066,41873.712761,568.967105,41873.081695,568.336039,middle_close,n/a,,,3,2,77,0,manual,568.3360,568.9671
41875.084466,570.338810,0.786000,41875.870466,571.124810,41875.084466,570.338810,middle_close,n/a,,,3,2,78,0,manual,570.3388,571.1248
41877.394396,572.648740,0.875851,41878.270246,573.524591,41877.394396,572.648740,middle_close,n/a,,,3,2,79,0,manual,572.6487,573.5246
41879.868480,575.122824,0.824961,41880.693441,575.947785,41879.868480,575.122824,middle_close,n/a,,,3,2,80,0,manual,575.1228,575.9478
41882.415264,577.669608,0.820076,41883.235340,578.489684,41882.415264,577.669608,middle_close,n/a,,,3,2,81,0,manual,577.6696,578.4897
41884.984389,580.238733,0.820142,41885.804530,581.058874,41884.984389,580.238733,middle_close,n/a,,,3,2,82,0,manual,580.2387,581.0589
41887.444205,582.698549,0.792339,41888.236544,583.490888,41887.444205,582.698549,middle_close,n/a,,,3,2,83,0,manual,582.6985,583.4909
41933.108033,628.362377,0.729275,41933.837308,629.091652,41933.108033,628.362377,ring_open,n/a,,,4,1,85,0,manual,628.3624,629.0917
41935.208391,630.462735,0.761480,41935.969871,631.224215,41935.208391,630.462735,ring_open,n/a,,,4,1,86,0,manual,630.4627,631.2242
41937.359897,632.614241,1.000209,41938.360106,633.614450,41937.359897,632.614241,ring_open,n/a,,,4,1,87,0,manual,632.6142,633.6144
41939.854674,635.109018,0.686807,41940.541480,635.795825,41939.854674,635.109018,ring_open,n/a,,,4,1,88,0,manual,635.1090,635.7958
41942.173485,637.427829,0.688516,41942.862001,638.116345,41942.173485,637.427829,ring_open,n/a,,,4,1,89,0,manual,637.4278,638.1163
41943.833298,639.087642,1.119649,41944.952948,640.207292,41943.833298,639.087642,ring_open,n/a,,,4,1,90,0,manual,639.0876,640.2073
41946.446687,641.701032,0.732393,41947.179080,642.433424,41946.446687,641.701032,ring_open,n/a,,,4,1,91,0,manual,641.7010,642.4334
41949.420875,644.675219,0.500342,41949.921217,645.175561,41949.420875,644.675219,ring_open,n/a,,,4,1,92,0,manual,644.6752,645.1756
41951.261657,646.516001,0.696381,41951.958037,647.212382,41951.261657,646.516001,ring_open,n/a,,,4,1,93,0,manual,646.5160,647.2124
41953.359153,648.613497,0.773763,41954.132916,649.387260,41953.359153,648.613497,ring_open,n/a,,,4,1,94,0,manual,648.6135,649.3873
41965.240369,660.494713,0.733458,41965.973826,661.228170,41965.240369,660.494713,ring_close,n/a,,,4,2,95,0,manual,660.4947,661.2282
41967.611931,662.866276,0.695711,41968.307643,663.561987,41967.611931,662.866276,ring_close,n/a,,,4,2,96,0,manual,662.8663,663.5620
41970.049984,665.304328,0.894089,41970.944072,666.198416,41970.049984,665.304328,ring_close,n/a,,,4,2,97,0,manual,665.3043,666.1984
41972.200818,667.455162,0.939619,41973.140437,668.394781,41972.200818,667.455162,ring_close,n/a,,,4,2,98,0,manual,667.4552,668.3948
41974.683126,669.937470,1.108404,41975.791530,671.045874,41974.683126,669.937470,ring_close,n/a,,,4,2,99,0,manual,669.9375,671.0459
41977.400905,672.655249,1.042963,41978.443868,673.698212,41977.400905,672.655249,ring_close,n/a,,,4,2,100,0,manual,672.6552,673.6982
41980.322379,675.576723,0.788404,41981.110784,676.365128,41980.322379,675.576723,ring_close,n/a,,,4,2,101,0,manual,675.5767,676.3651
41982.470179,677.724523,1.268009,41983.738188,678.992533,41982.470179,677.724523,ring_close,n/a,,,4,2,102,0,manual,677.7245,678.9925
41985.248445,680.502789,1.047372,41986.295817,681.550161,41985.248445,680.502789,ring_close,n/a,,,4,2,103,0,manual,680.5028,681.5502
41989.374369,684.628713,0.600278,41989.974647,685.228991,41989.374369,684.628713,ring_close,n/a,,,4,2,104,0,manual,684.6287,685.2290
41991.439897,686.694242,0.649769,41992.089667,687.344011,41991.439897,686.694242,pinky_close,n/a,,,5,2,105,0,manual,686.6942,687.3440
42000.727373,695.981717,0.980099,42001.707473,696.961817,42000.727373,695.981717,pinky_open,n/a,,,5,1,106,0,manual,695.9817,696.9618
42003.547624,698.801968,0.538167,42004.085791,699.340135,42003.547624,698.801968,pinky_open,n/a,,,5,1,107,0,manual,698.8020,699.3401
42004.937156,700.191500,0.988092,42005.925248,701.179592,42004.937156,700.191500,pinky_open,n/a,,,5,1,108,0,manual,700.1915,701.1796
42007.044691,702.299035,0.963517,42008.008208,703.262552,42007.044691,702.299035,pinky_open,n/a,,,5,1,109,0,manual,702.2990,703.2626
42009.505560,704.759904,0.971673,42010.477234,705.731578,42009.505560,704.759904,pinky_open,n/a,,,5,1,110,0,manual,704.7599,705.7316
42011.917881,707.172225,0.876301,42012.794182,708.048526,42011.917881,707.172225,pinky_open,n/a,,,5,1,111,0,manual,707.1722,708.0485
42014.038543,709.292887,0.845272,42014.883815,710.138159,42014.038543,709.292887,pinky_open,n/a,,,5,1,112,0,manual,709.2929,710.1382
42016.371522,711.625866,0.860562,42017.232083,712.486427,42016.371522,711.625866,pinky_open,n/a,,,5,1,113,0,manual,711.6259,712.4864
42018.632705,713.887049,0.759354,42019.392059,714.646403,42018.632705,713.887049,pinky_open,n/a,,,5,1,114,0,manual,713.8870,714.6464
42020.780313,716.034657,0.871739,42021.652052,716.906396,42020.780313,716.034657,pinky_open,n/a,,,5,1,115,0,manual,716.0347,716.9064
42030.659709,725.914053,1.111905,42031.771613,727.025957,42030.659709,725.914053,pinky_close,n/a,,,5,2,116,0,manual,725.9141,727.0260
42033.105049,728.359393,0.964652,42034.069701,729.324045,42033.105049,728.359393,pinky_close,n/a,,,5,2,117,0,manual,728.3594,729.3240
42035.402403,730.656747,0.903996,42036.306400,731.560744,42035.402403,730.656747,pinky_close,n/a,,,5,2,118,0,manual,730.6567,731.5607
42037.580219,732.834563,0.851880,42038.432099,733.686443,42037.580219,732.834563,pinky_close,n/a,,,5,2,119,0,manual,732.8346,733.6864
42039.852287,735.106631,0.823995,42040.676282,735.930626,42039.852287,735.106631,pinky_close,n/a,,,5,2,120,0,manual,735.1066,735.9306
42042.201194,737.455538,0.908369,42043.109563,738.363907,42042.201194,737.455538,pinky_close,n/a,,,5,2,121,0,manual,737.4555,738.3639
42044.475152,739.729496,0.872664,42045.347815,740.602159,42044.475152,739.729496,pinky_close,n/a,,,5,2,122,0,manual,739.7295,740.6022
42046.819863,742.074207,0.940728,42047.760591,743.014935,42046.819863,742.074207,pinky_close,n/a,,,5,2,123,0,manual,742.0742,743.0149
42049.264830,744.519174,1.148600,42050.413430,745.667774,42049.264830,744.519174,pinky_close,n/a,,,5,2,124,0,manual,744.5192,745.6678
42051.808956,747.063300,1.105148,42052.914103,748.168447,42051.808956,747.063300,pinky_close,n/a,,,5,2,125,0,manual,747.0633,748.1684
42054.242773,749.497118,1.057689,42055.300462,750.554806,42054.242773,749.497118,pinky_close,n/a,,,5,2,126,0,manual,749.4971,750.5548
42067.049786,762.304131,10.508065,42077.557851,772.812195,42067.049786,762.304131,rest,n/a,,,0,0,127,0,manual,762.3041,772.8122
42084.311986,779.566330,10.365789,42094.677774,789.932118,42084.311986,779.566330,rest,n/a,,,0,0,128,0,manual,779.5663,789.9321
